NO_KASUS,TAHUN,REGISTER,AGENDA_KE,AGENDA_RAW
3114,2022,74/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3115,2022,75/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3115,2022,75/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3116,2022,76/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3116,2022,76/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3117,2022,77/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3117,2022,77/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3118,2022,78/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3118,2022,78/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3119,2022,79/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3119,2022,79/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3120,2022,80/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3120,2022,80/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3121,2022,81/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3121,2022,81/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3122,2022,82/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3122,2022,82/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3123,2022,83/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3123,2022,83/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3124,2022,84/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3124,2022,84/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3125,2022,85/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3125,2022,85/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3126,2022,86/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3126,2022,86/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3128,2022,88/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3128,2022,88/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3133,2022,93/VII/KIP-PS/2022,1,01/09/2025 (Pemeriksaan Awal I)
3133,2022,93/VII/KIP-PS/2022,2,"08/09/2025 (Pemeriksaan Awal II), Gugur"
3134,2022,94/VII/KIP-PS/2022,1,2022-09-19 00:00:00
3134,2022,94/VII/KIP-PS/2022,2,2022-10-20 00:00:00
3135,2022,95/VIII/KIP-PS/2022,1,"RVP,AS,SI, HAS"
3135,2022,95/VIII/KIP-PS/2022,2,RANO
3135,2022,95/VIII/KIP-PS/2022,3,"ANNI, WINNIE"
3136,2022,96/VIII/KIP-PS/2022,1,2026-08-31 00:00:00
3139,2022,99/IX/KIP-PS/2022,1,2023-01-11 00:00:00
3141,2022,101/IX/KIP-PS/2022,1,"08/09/2025
(pemeriksaan 
awal I)"
3141,2022,101/IX/KIP-PS/2022,2,"15/09/2025
(pemeriksaan 
awal II/gugur)"
3143,2022,103/IX/KIP-PS/2022,1,"08/09/2025
(pemeriksaan 
awal I)"
3143,2022,103/IX/KIP-PS/2022,2,"15/09/2025
(pemeriksaan 
awal II/gugur)"
3144,2022,104/IX/KIP-PS/2022,1,2023-07-11 00:00:00
3145,2022,105/IX/KIP-PS/2022,1,2023-07-11 00:00:00
3154,2022,114/XII/KIP-PS/2022,1,13/02/2026 (PENETAPAN)
3155,2022,115/XII/KIP-PS/2022,1,21/01/2026 (PENETAPAN)
3158,2023,003/I/KIP-PSI/2023,1,2023-03-08 00:00:00
3158,2023,003/I/KIP-PSI/2023,2,2023-05-30 00:00:00
3158,2023,003/I/KIP-PSI/2023,3,26/04/2024 (Pembacaan Putusan)
3159,2023,004/I/KIP-PSI/2023,1,2023-02-27 00:00:00
3159,2023,004/I/KIP-PSI/2023,2,08/03/2023 (P. TERTUTUP)
3159,2023,004/I/KIP-PSI/2023,3,2023-06-29 00:00:00
3159,2023,004/I/KIP-PSI/2023,4,2023-07-27 00:00:00
3159,2023,004/I/KIP-PSI/2023,5,14/08/2023 (Pembacaan Putusan)
3160,2023,005/I/KIP-PSI/2023,1,2023-02-27 00:00:00
3160,2023,005/I/KIP-PSI/2023,2,2023-06-29 00:00:00
3161,2023,006/I/KIP-PSI/2023,1,2023-02-27 00:00:00
3161,2023,006/I/KIP-PSI/2023,2,2023-03-08 00:00:00
3161,2023,006/I/KIP-PSI/2023,3,14/03/2023 (MEDIASI I/ GAGAL)
3161,2023,006/I/KIP-PSI/2023,4,2023-06-29 00:00:00
3161,2023,006/I/KIP-PSI/2023,5,27/07/2023 (Pemeriksaan Tertutup)
3161,2023,006/I/KIP-PSI/2023,6,14/08/2023 (Pembacaan Putusan)
3162,2023,007/I/KIP-PSI/2023,1,2023-03-08 00:00:00
3162,2023,007/I/KIP-PSI/2023,2,2023-03-29 00:00:00
3162,2023,007/I/KIP-PSI/2023,3,2023-05-30 00:00:00
3162,2023,007/I/KIP-PSI/2023,4,12/06/2023 (Pemeriksaan Tertutup)
3164,2023,009/II/KIP-PSI/2023,1,-
3164,2023,009/II/KIP-PSI/2023,2,-
3164,2023,009/II/KIP-PSI/2023,3,-
3164,2023,009/II/KIP-PSI/2023,4,-
3164,2023,009/II/KIP-PSI/2023,5,PUTUSAN
3166,2023,011/II/KIP-PSI/2023,1,2023-07-29 00:00:00
3166,2023,011/II/KIP-PSI/2023,2,1 /08/2023
3166,2023,011/II/KIP-PSI/2023,3,2023-08-06 00:00:00
3166,2023,011/II/KIP-PSI/2023,4,2023-08-11 00:00:00
3166,2023,011/II/KIP-PSI/2023,5,04/03/2024 (Pembacaan Putusan)
3174,2023,019/III/KIP-PSI/2023,1,26/03/2024 (Pembacaan Putusan)
3175,2023,020/III/KIP-PSI/2023,1,26/03/2024 (Pembacaan Putusan)
3176,2023,021/III/KIP-PSI/2023,1,26/03/2024 (Pembacaan Putusan)
3186,2023,031/IV/KIP-PSI/2023,1,PUTUSAN
3187,2023,031A/REG-PSI/IV/2023,1,PUTUSAN
3188,2023,031B/REG-PSI/IV/2023,1,PUTUSAN
3193,2023,036/IV/KIP-PSI/2023,1,2025-07-09 00:00:00
3194,2023,037/IV/KIP-PSI/2023,1,2025-07-09 00:00:00
3202,2023,045/V/KIP-PSI/2023,1,DI CABUT SEBELUM PERSIDANGAN
3336,2023,179/XIIKIP-PSI/2023,1,Pemeriksaan Awal (30 Juli 2025)
3336,2023,179/XIIKIP-PSI/2023,2,Pemeriksaan awal II (5 Agustus 2025)
3336,2023,179/XIIKIP-PSI/2023,3,Mediasi (11 Agustus 2025)
3336,2023,179/XIIKIP-PSI/2023,4,Ajudikasi ( 19 Agustus 2025)
3336,2023,179/XIIKIP-PSI/2023,5,Pembacaan putusan (8 Septermber 2025)
3341,2023,184/XII/KIP-PSI/2023,1,25/08/2025 (Pemeriksaan Awal)
3341,2023,184/XII/KIP-PSI/2023,2,08/09/2025 (Putusan Gugur)
3348,2024,007/I/KIP-PSI/2024,1,2025-05-27 00:00:00
3348,2024,007/I/KIP-PSI/2024,2,2025-06-11 00:00:00
3348,2024,007/I/KIP-PSI/2024,3,2025-06-25 00:00:00
3348,2024,007/I/KIP-PSI/2024,4,21 Juli 2025 (pembacaan Putusan)
3360,2024,019/KIP-PSI/II/2024,1,Pemeriksaan Awal (30 Juli 2025)
3360,2024,019/KIP-PSI/II/2024,2,Pemeriksaan awal II (5 Agustus 2025)
3360,2024,019/KIP-PSI/II/2024,3,Sidang Lanjutan (11 Agustus 2025)
3360,2024,019/KIP-PSI/II/2024,4,19 Agustus 2025 (pemeriksaan tertutup)
3360,2024,019/KIP-PSI/II/2024,5,Pembacaan Putusan (8 September 2025)
3374,2024,030/KIP-PSI/III/2024,1,(Sidang Pemeriksaan Awal) 06/08/2025
3374,2024,030/KIP-PSI/III/2024,2,(Sidang Pemeriksaan Awal II) 12/08/2025
3374,2024,030/KIP-PSI/III/2024,3,26/08/2025 (Sidang Lanjutan)
3374,2024,030/KIP-PSI/III/2024,4,02/09/2025 (Sidang Lanjutan)
3374,2024,030/KIP-PSI/III/2024,5,06/10/2025 (Pemeriksaan Alat Bukti)
3374,2024,030/KIP-PSI/III/2024,6,10/11/2025 (Pembacaan Putusan)
3407,2024,059/VII/KIP-PSI/2024,1,2025-08-06 00:00:00
3407,2024,059/VII/KIP-PSI/2024,2,"Rabu,13 Agustus 2025 (pembacaan Putusan Sela)"
3420,2024,072/VIII/KIP-PSI/2024,1,12/08/2025 (Pemeriksaan Awal)
3420,2024,072/VIII/KIP-PSI/2024,2,26/08/2025 (Pemeriksaan Awal II)
3420,2024,072/VIII/KIP-PSI/2024,3,01/09/2025 (Sidang Lanjutan)
3420,2024,072/VIII/KIP-PSI/2024,4,09/09/2025 (Pemeriksaan Alat Bukti)
3420,2024,072/VIII/KIP-PSI/2024,5,13/10/2025 (Pembacaan Penetapan)
3428,2024,080/XI/KIP-PSI/2024,1,Pemeriksaan Awal (30 Juli 2025)
3428,2024,080/XI/KIP-PSI/2024,2,Pemeriksaan awal II (5 Agustus 2025)
3428,2024,080/XI/KIP-PSI/2024,3,Sidang Lanjutan (11 Agustus 2025)
3428,2024,080/XI/KIP-PSI/2024,4,Pemeriksaan tertutup (19 Agustus 2025)
3428,2024,080/XI/KIP-PSI/2024,5,Pembacaan Putusan (8 September 2025)
3432,2025,001/I/KIP-PSI/2025,1,28 April 2025 Pemeriksaan Awal
3432,2025,001/I/KIP-PSI/2025,2,6 Mei 2025 Pemeriksaan Awal II
3432,2025,001/I/KIP-PSI/2025,3,07 Mei 2025 Mediasi I
3432,2025,001/I/KIP-PSI/2025,4,15 Mei 2025 Pembacaan Putusan Mediasi
3433,2025,002/I/KIP-PSI/2025,1,28 April 2025 Pemeriksaan Awal
3433,2025,002/I/KIP-PSI/2025,2,6 Mei 2025 Pemeriksaan Awal II
3433,2025,002/I/KIP-PSI/2025,3,07 Mei 2025 Mediasi I
3433,2025,002/I/KIP-PSI/2025,4,15 Mei 2025 Pembacaan Putusan Mediasi
3434,2025,003/I/KIP-PSI/2025,1,28 April 2025 Pemeriksaan Awal
3434,2025,003/I/KIP-PSI/2025,2,6 Mei 2025 Pemeriksaan Awal II
3434,2025,003/I/KIP-PSI/2025,3,10 Juni 2025 pemeriksaan Setempat (UB)
3434,2025,003/I/KIP-PSI/2025,4,18 Juni 2025 (Penyampaian Alat Bukti)
3434,2025,003/I/KIP-PSI/2025,5,8 Juli 2025 (Pembacan Putusan)
3435,2025,004/I/KIP-PSI/2025,1,14 Mei 2025 Pemeriksaan awal 
3435,2025,004/I/KIP-PSI/2025,2,16 Juni 2025 Pemeriksaan awal 
3435,2025,004/I/KIP-PSI/2025,3,25 Juni 2025 Mediasi
3435,2025,004/I/KIP-PSI/2025,4,30 Juli 2025 Pembuktian 
3435,2025,004/I/KIP-PSI/2025,5,4 Agustus 2025 Pemeriksaan setempat 
3436,2025,005/I/KIP-PSI/2025,1,14 Mei 2025 Pemeriksaan awal 
3436,2025,005/I/KIP-PSI/2025,2,16 Juni 2025 Pemeriksaan awal 
3436,2025,005/I/KIP-PSI/2025,3,25 Juni 2025 Mediasi
3436,2025,005/I/KIP-PSI/2025,4,30 Juli 2025 Pembuktian 
3436,2025,005/I/KIP-PSI/2025,5,4 Agustus 2025 Pemeriksaan setempat 
3437,2025,006/I/KIP-PSI/2025,1,14 Mei 2025 Pemeriksaan awal 
3437,2025,006/I/KIP-PSI/2025,2,16 Juni 2025 Pemeriksaan awal 
3437,2025,006/I/KIP-PSI/2025,3,25 Juni 2025 Mediasi
3437,2025,006/I/KIP-PSI/2025,4,30 Juli 2025 Pembuktian 
3437,2025,006/I/KIP-PSI/2025,5,4 Agustus 2025 Pemeriksaan setempat 
3438,2025,007/I/KIP-PSI/2025,1,14 Mei 2025 Pemeriksaan awal 
3438,2025,007/I/KIP-PSI/2025,2,16 Juni 2025 Pemeriksaan awal 
3438,2025,007/I/KIP-PSI/2025,3,25 Juni 2025 Mediasi
3438,2025,007/I/KIP-PSI/2025,4,30 Juli 2025 Pembuktian 
3438,2025,007/I/KIP-PSI/2025,5,4 Agustus 2025 Pemeriksaan setempat 
3439,2025,008/II/KIP-PSI/2025,1,28 April 2025 Pemeriksaan Awal
3439,2025,008/II/KIP-PSI/2025,2,6 Mei 2025 Pemeriksaan Awal II (Pembacaan Putusan Gugur)
3440,2025,009/II/KIP-PSI/2025,1,28 April 2025 Pemeriksaan Awal
3440,2025,009/II/KIP-PSI/2025,2,6 Mei 2025 Pemeriksaan Awal II
3440,2025,009/II/KIP-PSI/2025,3,26 Mei 2025 Pemeriksaan Lanjutan
3440,2025,009/II/KIP-PSI/2025,4,17 Juni 2025 Pemeriksaan Lanjutan
3440,2025,009/II/KIP-PSI/2025,5,24 Juni 2025 Pemeriksaan Ahli Termohon
3440,2025,009/II/KIP-PSI/2025,6,4 Agustus 2025  Pembacaan Putusan 
3442,2025,011/III/KIP-PSI/2025,1,13 Oktober 2025 Pemeriksaan Awal
3442,2025,011/III/KIP-PSI/2025,2,23 Oktober 2025 Mediasi
3442,2025,011/III/KIP-PSI/2025,3,28 Oktober 2025 Sidang Lanjutan
3442,2025,011/III/KIP-PSI/2025,4,03 November 2025 Pembacaan Putusan
3446,2025,015/III/KIP-PSI/2025,1,21 Januari 2026 Pemeriksaan Awal
3446,2025,015/III/KIP-PSI/2025,2,4 Februari 2026 Pemeriksaan Awal II
3446,2025,015/III/KIP-PSI/2025,3,9 Februari 2026 Pembacaan Putusan Sela
3447,2025,016/III/KIP-PSI/2025,1,16 Juni 2025 Pemeriksaan awal 
3447,2025,016/III/KIP-PSI/2025,2,30 Juli 2025 Pemeriksaan awal 
3447,2025,016/III/KIP-PSI/2025,3,4 Agustus 2025 Pembuktian
3449,2025,018/IV/KIP-PSI/2025,1,16 Juni 2025 Pemeriksaan awal 
3449,2025,018/IV/KIP-PSI/2025,2,Pemeriksaan awal 
3449,2025,018/IV/KIP-PSI/2025,3,Penetapan Pencabutan
3450,2025,019/IV/KIP-PSI/2025,1,14 Mei 2025 Pemeriksaan awal 
3450,2025,019/IV/KIP-PSI/2025,2,16 Juni 2025 Pemeriksaan awal 
3450,2025,019/IV/KIP-PSI/2025,3,30 Juli 2025 Pemeriksaan awal
3450,2025,019/IV/KIP-PSI/2025,4,5 Agustus 2025 Putusan Sela
3455,2025,024/V/KIP-PSI/2025,1,2025-08-13 00:00:00
3456,2025,025/V/KIP-PSI/2025,1,12/08/2025 (Pemeriksaan Awal)
3456,2025,025/V/KIP-PSI/2025,2,26/08/2025 (Pemeriksaan Awal II)
3456,2025,025/V/KIP-PSI/2025,3,02/09/2025 (Sidang Lanjutan)
3456,2025,025/V/KIP-PSI/2025,4,09/09/2025 (Pemeriksaan Alat Bukti)
3456,2025,025/V/KIP-PSI/2025,5,06/10/2025 (Pemeriksaan Alat Bukti II)
3456,2025,025/V/KIP-PSI/2025,6,27/10/2025 (Pemeriksaan Alat Bukti III)
3456,2025,025/V/KIP-PSI/2025,7,1/12/2025 (Pembacaan Putusan)
3457,2025,026/V/KIP-PSI/2025,1,17 Juni 2025 (Pemeriksaan Awal)
3457,2025,026/V/KIP-PSI/2025,2,23 Juni 2 025 Pemeriksaan Awal II Mediasi Pembacaan Putusan )
3460,2025,029/VI/KIP-PSI/2025,1,25/08/2025 (Pemeriksaan Awal)
3460,2025,029/VI/KIP-PSI/2025,2,  15/09/2025 (Pemeriksaan Awal II)
3460,2025,029/VI/KIP-PSI/2025,3,22/09/2025 (Mediasi)
3460,2025,029/VI/KIP-PSI/2025,4,07/10/2025 (Sidang Lanjutan)
3460,2025,029/VI/KIP-PSI/2025,5,22/10/2025 (Sidang Lanjutan) 
3460,2025,029/VI/KIP-PSI/2025,6,10/11/2025 (Sidang Lanjutan)
3460,2025,029/VI/KIP-PSI/2025,7,02/12/2025 (Putusan)
3467,2025,036/VII/KIP-PSI/2025,1,3/11/2025 (Sidang Pemeriksaan Awal I)
3467,2025,036/VII/KIP-PSI/2025,2,11/11/2025 (Sidang Pemeriksaan Awal II)
3467,2025,036/VII/KIP-PSI/2025,3,17/11/2025 (PENCABUTAN)
3470,2025,039/VII/KIP-PSI/2025,1,15/09/2025 (PEMERIKSAAN AWAL II)
3470,2025,039/VII/KIP-PSI/2025,2,07/10/2025 (PENCABUTAN)
3477,2025,046/IX/KIP-PSI/2025,1,01/10/2025 (Pemeriksaan Awal)
3477,2025,046/IX/KIP-PSI/2025,2,23/10/2025 (Mediasi)
3477,2025,046/IX/KIP-PSI/2025,3,10/11/2025 (Pembacaan Putusan Mediasi & Sidang Lanjutan)
3477,2025,046/IX/KIP-PSI/2025,4,03/12/2025 (Sidang Lanjutan
3477,2025,046/IX/KIP-PSI/2025,5,13/01/2026 (Putusan)
3479,2025,048/IX/KIP-PSI/2025,1,3/11/2025 (Sidang Pemeriksaan Awal I)
3479,2025,048/IX/KIP-PSI/2025,2,11/11/2025 (Sidang Pemeriksaan Awal II)
3479,2025,048/IX/KIP-PSI/2025,3,17/11/2025 (PUTUSAN SELA)
3481,2025,050/X/KIP-PSI/2025,1,10/02/2026 (Sidang Pemeriksaan Awal I)
3481,2025,050/X/KIP-PSI/2025,2,06/03/2026 (Sidang Pemeriksaan Awal II)
3481,2025,050/X/KIP-PSI/2025,3,09/04/2026 (Sidang Pemeriksaan Awal III)
3481,2025,050/X/KIP-PSI/2025,4,21/04/2026 (Uji Konsekuensi & Pembuktian)
3481,2025,050/X/KIP-PSI/2025,5,29/04/2026 (Uji Konsekuensi & Pembuktian)
3481,2025,050/X/KIP-PSI/2025,6,04/05/2026 (Sidang Lanjutan)
3481,2025,050/X/KIP-PSI/2025,7,21/05/2026 (Pemeriksaan Tertutup)
3481,2025,050/X/KIP-PSI/2025,8,10/06/2026 (Pembacaan Putusan)
3482,2025,051/X/KIP-PSI/2025,1,Putusan (31/8/2026)
3497,2025,066/X/KIP-PSI/2025,1,Putuan 31 Agustus 2026
3498,2025,067/X/KIP-PSI/2025,1,"Putusan, 13/02/2026"
3502,2025,071/X/KIP-PSI/2025,1,(Putusan )13/02/2026
3503,2025,072/X/KIP-PSI/2025,1,"Putusan, 13/02/2026"
3505,2025,074/X/KIP-PSI/2025,1,"24/11/25
Pemeriksaan Awal I"
3505,2025,074/X/KIP-PSI/2025,2,"01/12/25
Sidang Lanjutan"
3505,2025,074/X/KIP-PSI/2025,3,"08/12/25
Sidang lanjutan"
3505,2025,074/X/KIP-PSI/2025,4,"13/01/26
Putusan"
3522,2025,091/XI/KIP-PSI/2025,1,21 Januari 2026 Pemeriksaan Awal
3522,2025,091/XI/KIP-PSI/2025,2,9 Februari 2026 Pemeriksaan Awal II & Pembacaan Putusan Sela
3524,2025,093/XI/KIP-PSI/2025,1,10 Februari 2026 Pemeriksaan Awal
3524,2025,093/XI/KIP-PSI/2025,2,5 Maret 2026 Mediasi
3524,2025,093/XI/KIP-PSI/2025,3,11 Maret 2026 Putusan Mediasi
3526,2025,095/XI/KIP-PSI/2025,1,17 Maret 2026 Akta Pencabutan
3625,2026,024/II/KIP-PSI/2026,1,Pemeriksaan Awal (6 Maret 2026)
3625,2026,024/II/KIP-PSI/2026,2,Pemeriksaan Awal II (9 April 2026)
3625,2026,024/II/KIP-PSI/2026,3,Pemeriksaan Awal III (21 April 2026)
3625,2026,024/II/KIP-PSI/2026,4,Mediasi (27 April 2026)
3625,2026,024/II/KIP-PSI/2026,5,Sidang Lanjutan (29 April 2026)
3625,2026,024/II/KIP-PSI/2026,6,Pembacaan Putusan (10 Juni 2026)
3689,2026,088/VI/KIP-PSI/2026,1,29/06/2026 PEMERIKSAAN AWAL 
3689,2026,088/VI/KIP-PSI/2026,2,1/07/2026 MEDIASI I (SEPAKAT)
3689,2026,088/VI/KIP-PSI/2026,3,06/07/2026 PEMBACAAN PUTUSAN MEDIASI
